scene_script,summary
"INT. JOEL'S BEDROOM - NIGHT

Stan and Mary lie on the floor, their stoned minds wandering
after sex.  Stan suddenly perks up.  He looks at the monitor.

		STAN
	It's stopped.

		MARY
	What?

		STAN
	Listen, it's not erasing.

He makes his way, naked, to the computer screen.

		STAN (CONT'D)
	It's not erasing.  He's off the screen.

		MARY
	Where?

		STAN
	I don't know.  He's not on the map.

Stan tries to break through his marijuana haze.  He fiddles
nervously with the equipment.

		STAN (CONT'D)
	I don't know what to do!  I don't know
	what to do!  Crap.  Crap...

		MARY
	Well, what should we do?

		STAN
	I don't know!  I just said that!

		MARY
	Sor-ry
		(beat)
	We have to do something.  He can't wake
	up half done.

		STAN
	Shit!

He jerks the joystick spastically.  Mary, also naked, gets up
and looks over his shoulder at the screen.

		MARY
		(definitely)
	We should call Howard.

Stan turns and looks at her.  He's stoned and trying to
understand her motivation.

		STAN
	No way.  I can handle this.

		MARY
	This guy's only half cooked.  There's no
	time to fuck around, Stan.

Stan tries to think.  He paces.  Mary watches him.  Finally:

		STAN
		(without making eye contact)
	Okay.

He dials the phone, waits.

		STAN (CONT'D)
	Hello, Howard?","Joel expresses his fear of losing Clementine and his desire for his mother, who he believes is busy and not looking at him. He starts to cry and tries to comfort himself with the memory of his Huckleberry Hound doll. Clementine attempts to console Joel by pointing out that their memories are not fading, and they are hidden from the outside world."
"INT. MIERZWIAK'S BEDROOM - CONTINUOUS

The room is dark.  A groggy Mierzwiak is in bed on the phone.
His wife lies beside him, eyes open, listening.

		MIERZWIAK
	Stan?  What's going on?

		STAN'S VOICE
	The guy we're doing?  He's disappeared
	from the map.  I can't find him anywhere.

		MIERZWIAK
	Okay, what happened right before he
	disappeared?

		STAN'S VOICE
	I was away from the monitor for a second.
	I had it on automatic.  I had to go pee.

		MIERZWIAK
	Well, where was Patrick?

		STAN'S VOICE
	He went home sick.

		MIERZWIAK
	Jesus.  All right, what's the address.

		STAN'S VOICE
	1062 Sherman Drive.  Apartment 1E,
	Rockville Center.

Mierzwiak writes it down on a bedside not pad.  He hangs up.","﻿In the scene, we see Mierzwiak in his bedroom on the phone with Stan. Mierzwiak is concerned because Patrick has disappeared from the map and cannot be found anywhere. Stan explains that he was away from the monitor for a second and had to go pee. Mierzwiak asks where Patrick went and Stan says he went home sick. Mierzwiak writes down the address of Patrick's location, which is 1062 Sherman Drive, Apartment 1E in Rockville Center. The scene ends with Mierzwiak hanging up the phone."
"INT. JOEL'S APARTMENT - NIGHT

Stan hangs up the phone, looks at Mary.

		MARY
	He's coming?

		STAN
	You better go.

		MARY
	Hell no.

She starts getting dressed.

		MARY (CONT'D)
	Shit, I'm so stoned.  I don't want him to
	see me stoned.  Stop being stoned, Mary!

She hurries into the bathroom with her bag.

		MARY (CONT'D) (O.S.) (CONT'D)
	God, I look like shit!  God!

Mary slams the bathroom door.  Stan puts his head in his
hands.","﻿In this scene Mary is getting ready to meet Joel at his apartment. She is stoned and worried about how he will react to her condition. She quickly gets dressed and rushes into the bathroom to fix herself up before joining him. Meanwhile, Stan watches as she slams the door behind her and puts his head in his hands, possibly feeling overwhelmed or anxious about the situation."
"INT. KITCHEN - DAY

Joel and Clementine are in the playpen.  Joel's oversized
mother reaches down as she hurries by and pats Joel on the
head.

		MOTHER
	How's my baby boy?

She's gone.

		JOEL
	I really want her to pick me up.  It's
	weird how strong that desire is.

Clementine holds his hand.  He looks over at her.

		CLEMENTINE
	You know, we're okay.  They're not
	finding us.  You'll remember me in the
	morning.  And you'll come to me and tell
	me about us and we'll start over.

		JOEL
	I loved you so much this day.  On my bed
	in your panties.  I remember I thought,
	how impossibly lucky am I to have you on
	my bed in your panties.

She kisses him.

		CLEMENTINE
	You remember what happened next?

		JOEL
	I came over to the bed and you smelled so
	good, like you just woke up, slightly
	sweaty.  And I climbed on the bed with
	you and you said something like --

		CLEMENTINE
	-- another rainy day.  Whatever shall we
	do?

He laughs.  She unbuttons his pajamas.  They begin to make
love.  Joel's mother hurries around the kitchen.  Joel stops,
looks at Clementine.

		JOEL
	There's this guy!

		CLEMENTINE
	What?

		JOEL
	There's this guy.  I heard him talking in
	my apartment.  He's one of the eraser
	guys.  And he fell for you when they were
	erasing you, so he introduced himself the
	next day as if he were a stranger and now
	you're dating him.

		CLEMENTINE
	Really?  Is he cute?

		JOEL
	He stole a pair of your panties while you
	were being erased!

		CLEMENTINE
	Gross! You must remember to tell me this
	in the morning.  I'm, like, so freaked
	out now.","﻿In this scene, Joel and Clementine are in the kitchen when Joel's mother rushes by and pats him on the head. She then leaves, leaving Joel feeling sad that she didn't pick him up. Clementine tries to comfort him, reminding him that they will be okay and that he will remember her in the morning. They begin making love, but Joel is interrupted when he remembers hearing a guy talking in his apartment who fell for Clementine while erasing her. Joel tells Clementine about this guy and how he stole one of her panties. Clementine is grossed out and tells Joel to remember to tell him about it in the morning."
"INT. CLEMENTINE'S CAR - NIGHT

It's a rust bucket.  Clementine drives through the snow.
She's crying and holding Patrick's hand.

		CLEMENTINE
	What's wrong with me?

		PATRICK
	Nothing is wrong with you.  You're the
	most wonderful person I've ever met.

She glances gratefully over at him then starts to cry even
harder.","In this scene, Clementine is driving her old, beat-up car through the snow while crying, holding Patrick's hand. She asks Patrick what is wrong with her, and he reassures her that she is a wonderful person. Despite his kind words, Clementine continues to cry even harder."
"INT. JOEL'S BEDROOM - NIGHT

Stan works on trying to get the signal back.  His hair is
combed and he's dressed neatly, looking professional but
still stoned.  Mary is pacing nervously to and from the
window, looking out into the night.  She's dressed also, and
she's wearing more make-up now.  Her hair is pulled up into
some sort of style.  Suddenly she freezes at the window.

		MARY
	There he is.  Oh my God.  Oh my God.  Do
	I look okay?

She doesn't say anything.

		MARY (CONT'D)
	I'm still stoned.  Are you?  Crap.

She looks in the mirror.

		MARY (CONT'D)
		(to Joel)
	Your Visine didn't do shit, fella.

The doorbell buzzes.  Mary lunges for the door, then calms
herself before opening it.  Mierzwiak, holding an equipment
bag, looks surprised.

		MIERZWIAK
	Mary.  What are you doing here?

		STAN
	She came to help, Howard.

		MARY
	I wanted to learn as much about the
	procedure as possible, Howard.  I think
	it's important for my job...to help
	comfort the clientele.  You know.

Mierzwiak looks from Mary to Stan, nods, and enters.  Mary
closes the door.  Mierzwiak crosses to the equipment.

		MIERZWIAK
	Let's get to the bottom of this.  Shall
	we?

He sits down in front of the computer and does some fiddling.

		MIERZWIAK (CONT'D)
	Odd.

He fiddles some more.  Mary looks on, fascinated.

		STAN
	I tried that already.

		MIERZWIAK
	Did you try going through C-Gate?

		STAN
	Yeah.  Of course.

Mierzwiak ponders.  He unzips his equipment bag, pulls out
another laptop computer and plugs it in to the system.

		MIERZWIAK
	I'm going to do a Spectrum search
	throughout his memory, see if anything
	comes up.

Mierzwiak presses some more buttons.  The program starts up.
A much more complex and detailed human brain appears on this
screen.  It rotates.  Eventually Mierzwiak sees a small
distant light in the brain.  He zeroes in on it.

		MIERZWIAK (CONT'D)
	Okay, here it is.  I don't know why it's
	off the map like that, but --","Mary and Stan are in Joel's bedroom, waiting for Mierzwiak to arrive. Mary is nervous, pacing, telling Stan that she is still stoned. She looks in the mirror and complains that Joel's Visine didn't work. When the doorbell buzzes, Mary rushes to get it, but composes herself before opening the door. Mierzwiak looks surprised that she's there, but Mary explains that she wanted to help and learn more about the procedure. Mierzwiak starts working on the computer to try and locate Joel's erased memory. He eventually finds it and is surprised to see that it is off the map."
"INT. KITCHEN - DAY

Joel is being bathed in the oversized sink by his oversized
mother.  Clementine sits in the water with him, laughing.
The mother doesn't seem to see her.

		MOTHER
	Little baby getting awwwl cleean.  Awl
	clean.

		JOEL
		(to Clementine)
	I love getting bathed in the sink.  It's
	such a feeling of security.

		CLEMENTINE
		(giggling)
	I've never seen you happier.

The elements of the scene flash explosively away:  Joel's
mother, his Huckleberry Hound doll, the details of the
kitchen, Clementine.   Joel is thrown into:","﻿In the scene, Joel is being bathed in a large sink by his mother. Clementine is also sitting in the water with him and laughing. The mother seems to be ignoring her as she continues to clean Joel. Joel expresses that he loves getting bathed in the sink because it makes him feel secure. Clementine finds this amusing and comments on how happy Joel looks."
"INT. CAR - NIGHT

He sits with Clementine in the parked car, outside a drive-in
movie theater.  The movie on the giant screen is partially
obscured by a fence.  Joel and Clementine drink wine.",The scene takes place outside a drive-in movie theater as Joel and Clementine sit in a parked car. They drink wine and watch a movie that is partially obscured by a fence.
"INT. JOEL'S BEDROOM - NIGHT

Mierzwiak looks up from the computer screen.

		MIERZWIAK
	Okay, we're back in.

		MARY
	That was beautiful to watch, Howard.
	Like a surgeon or a concert pianist.

		MIERZWIAK
	Well, thank you, Mary.

		STAN
		(sighing)
	You get some sleep, Howard.  I'll take it
	from here.

		MIERZWIAK
	Yeah, probably a good idea.","In this scene, Mierzwiak and his team have just finished a procedure where they erased Joel's memories of his ex-girlfriend Clementine. Mary compliments Mierzwiak on his skill and compares him to a surgeon or a concert pianist. Stan takes over in Mierzwiak's place and suggests he gets some sleep."
"INT. CAR - NIGHT

Clementine and Joel laugh as they try to give voice to what
the characters on the screen are saying.

		CLEMENTINE
	But can't you see... I love you, Antoine.

		JOEL
	Don't call me Antoine.  My name is Wally.

		CLEMENTINE
	Yes, but I can't love a man named Wally.

She starts to fade.  The scene starts to fade.  Joel
remembers their previous plan.

		JOEL
	They found us before.  The plan didn't
	work.  I don't know what to do now.

		CLEMENTINE
		(mouthing to woman on screen)
	Hide me somewhere deeper?  Somewhere
	buried?

Joel grabs her.  They run off just as the scene decays into a
husk behind them.","In this scene, Joel and Clementine are shown in a car, having a good time together while watching a movie. They start to banter about the dialogue of the characters in the movie and Clementine calls Joel ""Antoine,"" causing him to remind her his name is Wally. The scene then starts to fade away and Joel becomes worried, as their previous plan didn't work, and he doesn't know what to do next. Clementine mouths to the woman on the screen to hide her somewhere deeper and buried. Joel grabs Clementine and they escape as the scene behind them starts to decay."
"INT. JOEL'S BEDROOM - NIGHT

Stan is back at the controls.  Mierzwiak's at the door with
Mary.

		STAN
	Howard, they've disappeared again.

		MIERZWIAK
	Oh dear.

		MARY
	I'm so sorry, Howard, you must be tired.

He nods, distractedly.  She smiles to herself as he heads
back to the equipment.","In this scene, Stan is in Joel's bedroom operating the controls while Mierzwiak and Mary arrive at the door. Mierzwiak and Stan exchange words about the disappearing subjects, as Mary apologizes for their repeated disappearances. Mierzwiak seems distracted as he heads back to the equipment, while Mary seems pleased about something."
"EXT. SCHOOLYARD - AFTERNOON

Joel, now the size of a junior high school kid and dressed
accordingly, is peering around the corner of the school
building toward the bike rack.  Clementine is with him,
dressed as she was in the parked car.

		CLEMENTINE
	Look at you, cutey!  What are we doing?

		JOEL
	This kid, Joe Early, is going to beat the
	shit out of me.

		VOICE-OVER
	I'm terrified.  I thought if I hung
	around the art room long enough, he'd go
	home and I could get my bike.

They head toward the bike rack.  Joel's is the only bike
remaining.

		CLEMENTINE (CONT'D)
	Poor Joel.

They're at the bike rack and a bunch of kids, including
giant, fat Joe Early come around the corner.

		JOE EARLY
	Hi, Jill.

		JOEL
	He calls me Jill.  Everyone calls me Jill
	after this.

The other kids laughs.

		JOEL
	Just shut up, Joe.  I'm going home.

		JOE EARLY
	I don't think so.  We're fighting.

		JOEL
	I don't want to fight you.

The kids start chanting, ""fight, fight, fight...""  Joe Early
throws a wild punch that hits Joel in the side.  joel falls
and stays down, covering himself.

		JOE EARLY
	C'mon, Jill.  Get up, faggot.  C'mon.

Joel doesn't say anything.  He peeks humiliated at
Clementine.  She's watching him.  She's got a tear in her
eye.  She kneels down beside him, puts her arm around him.

		JOEL
	I'm too scared to even throw a punch.
	When I tell people this story I leave
	that part out.

The scene flashes violently to white and is gone.","In this scene, Joel, transformed into a young teenager, is hiding from a bully named Joe Early. Clementine is with him, and they walk towards the bike rack where Joel's bike is. Joe and a group of kids approach them and start taunting Joel. Joe punches Joel, causing him to fall and cover himself. Clementine consoles Joel, and he admits to being too scared to fight back. The scene ends abruptly and violently."
"INT. JOEL'S APARTMENT - NIGHT

Mierzwiak is at the machine.

		MIERZWIAK
	We got him back.  Stan, I think I'm just
	going to have to get through this
	manually.  We're running late.","In this scene, Mierzwiak is in Joel's apartment, and he is working on a machine. He starts by saying that they have gotten someone back, and then he talks to someone named Stan about having to do something manually because they are running late."
"EXT. BEACH - DAY

It's cold.  Joel and Clementine walk, all bundled up.  She
points at a house up the beach.

		CLEMENTINE
	Our house!  Our house!

She runs ahead, laughing.  The scene is decaying.  Joel
chases after her.

		JOEL
	Clem, c'mon, we've got to hide you.
	Remember?

He grabs her arm and yanks and they are in:","In this scene, we see Joel and Clementine walking on a cold beach, both of them bundled up. Clementine points out a house on the beach and exclaims that it is their house. She runs ahead, but the scene is decaying. Joel chases after her and reminds her that they must hide, but he grabs her arm and yanks her into something before we can see where they end up."
"INT. BOY'S BEDROOM - NIGHT

It's dark.  Joel, junior high school size, is in bed
masturbating.  Clementine is in there, too, in her winter
coat, still laughing from before.  She realizes what's going
on.

		CLEMENTINE
		(mock offended)
	Joel!

		JOEL
		(continuing to masturbate)
	I don't like it either, but I'm just
	trying to find horrible secret place to --

Joel's mother pops her head in the door.

		MOTHER
	Joel, I was just --
		(sees what's going on)
	Oh.  Um... I'll ask you in the morning,
	honey.  Have a good night.

The mother backs out, closes the door.  Joel cringes.
Clementine laughs, still in the mode of the memory she was
swiped from.  Flash!  It's all gone.","﻿In this scene, Joel is a junior high school student who is masturbating in bed while Clementine is also present. When Clementine realizes what Joel is doing, she reacts with mock offense and tells him to stop. However, before he can respond, Joel's mother enters the room and sees what is happening. She appears uncomfortable and quickly excuses herself, saying that she will ask Joel about it in the morning. After his mother leaves, Clementine continues to laugh at the memory of what just happened, but suddenly it disappears as if by magic."
"INT. RESTAURANT - NIGHT

Joel and Clementine are laughing as she blows out the candle
on a slice of cheesecake in front of her.  Joel hands her a
small wrapped box.

		JOEL
	Happy Birthday.

		CLEMENTINE
		(unwrapping the gift)
	Thanks, Joely.  A present!  Oh boy!

She pulls out the bracelet.  It's the same bracelet Patrick
gave her.

		CLEMENTINE (CONT'D)
	Oh, Joel.  It's beautiful!
		(slip it on)
	I mean, you're the first guy who ever
	bought me a piece of jewelry I could
	honestly say that about.

He notices she's starting to fade.

		JOEL
	I scoured the city for it.

		CLEMENTINE
	I love it!

She leans across the table to kiss him.  He grabs her and
runs through the decaying scene and into the vague night.","Joel takes Clementine out to a restaurant for her birthday. They seem to be having a good time, until she unwraps a present from Joel and realizes it's the same piece of jewelry that Patrick had given her. However, Joel insists that he has gone through great lengths to find it for her and she is touched by his effort. Clementine starts to fade away and Joel quickly grabs her, running out of the restaurant and into the night."
"EXT. SUBURBAN STREET - DAY

Joel is one of a group of five year olds.  He holds a hammer
and is poised to hit a dead bird in a red wagon.  The other
boys are goading him.

		BOYS
	C'mon, Joel, you have to.  Do it already.

Joel doesn't want to.  Clementine watches.

		JOEL
	I can't.  I have to go home.  I'll do it
	later.

		VOICE-OVER
	I didn't want to do this.  But I had to
	or they would've called me a girl.

Joel miserably smashes the bird repeatedly with the hammer.
Red jelly guts cover the hammer and the wagon bottom.  The
kids hoot.

		VOICE-OVER
	I can't believe I did that.  I'm so
	ashamed.

A live bird watches from a tree.  Clementine, still dressed
for her birthday dinner (wearing her new bracelet), pulls
Joel away from the other boys.  The two of them walk down
Joel's suburban street.

		CLEMENTINE
	It's okay.  You were a little kid.
		(beat)
	This is a great birthday present.
	Getting to see you as a boy.

She kisses him and they walk holding hands.

		JOEL
		(pointing)
	That's where I live.  Lived.

Joel looks down at her hand.  It's fading.  The bracelet is
gone.  Clementine is gone.  His childhood house is gone.","In this scene, a young Joel is peer pressured into killing a dead bird by a group of boys. He is hesitant at first, but eventually gives in to avoid being called a girl. Clementine, a girl who is interested in Joel, watches as he smashes the bird with a hammer. Joel feels ashamed of his actions and regrets doing it. Afterwards, Clementine comforts him and they walk around the neighborhood. Joel points out where he lived as a child, but as he looks at Clementine's fading hand, he realizes that his childhood house and Clementine are disappearing as well."
"INT. JOEL'S BEDROOM - NIGHT

Mierzwiak works the equipment.  He has located a small area
of light in the brain imaging and eradicates them.

		MIERZWIAK
	I'm getting the hang of it.  I still
	understand it.  But I'm finding him
	quickly enough.  I'm hopeful there won't
	be too much peripheral eradication.

Mary sits on the bed.

		MARY
		(a little giggly)
	I like watching you work.

Stan sighs, grabs his coat.

		STAN
	I'll go out for a smoke.  If no one
	minds.

		MIERZWIAK
		(not looking up)
	That's fine, Stan.

Mary doesn't say anything.  Stan huffs and is out the door.
Mierzwiak continues to find and erase points of light.  Mary
gets up her courage to speak.

		MARY
	Do you like quotes, Howard?

		MIERZWIAK
	How do you mean?

		MARY
	Oh, um, like famous quotes.  I find
	reading them inspirational to me.  And in
	my reading I've come across some I
	thought you might like, too.

		MIERZWIAK
	Oh.  Well, I'd love to hear some.

Mary is thrilled, beside herself.  She tries to calm down.

		MARY
	Okay, um, there's one that goes ""Blessed
	are the forgetful, for they get the
	better even of their blunders.""

		MIERZWIAK
	Is that Nietzsche?

		MARY
	Yeah, yeah it is, Howard.  And here I was
	thinking I could tell you something you
	didn't know.

		MIERZWIAK
	It's a good quote, Mary.  I'm glad we
	both know it.

He smiles at her.  She's flustered, flattered.

		MARY
		(sputtering)
	There's another one I like, I read.  It's
	by Pope Alexander.

		MIERZWIAK
	Alexander Pope?

		MARY
	Yes, shit.  Oops, sorry!
		(puts hand over mouth)
	Sorry.  It's just I told myself I wasn't
	going to say Pope Alexander and sound
	like a dope and then I go ahead and do
	it.  Like I psyched myself out.

		MIERZWIAK
	It's no big deal.

		MARY
	You are such a sweetheart.

There's an embarrassed moment as that line hangs in the air.
Then Mary plunges ahead to bury it.

		MARY (CONT'D)
	Anyway, the quote goes ""How happy is the
	blameless Vestal's lot!  The world
	forgetting, by the world forgot: Eternal
	sunshine of the spotless mind!  Each
	prayer accepted, and each wish resign'd"".

She smiles, proud and embarrassed.

		MIERZWIAK
	That's lovely.

		MARY
	Really?  I thought it was appropriate
	maybe.  That's all.
		(beat, then quickly)
	I really admire the work that you do.  I
	know it's not proper to be so familiar
	but I guess since we're outside the
	workplace I feel a certain liberty to --

		MIERZWIAK
	It's fine, Mary.  I'm happy to hear it.

		MARY
	Okay.  Good.  Great.  Thanks.
		(blurting)
	I like you, Howard... an awful lot.  Is
	that terrible?

Mierzwiak seems momentarily taken aback, then returns to his
unflappable self.

		MIERZWIAK
	You're a wonderful girl, Mary.

She leans over and kisses him, then pulls away quickly.

		MARY
	I've loved you for a very long time.  I'm
	sorry!  I shouldn't have said that.

		MIERZWIAK
	I've got a wife, Mary.  Kids.  You know
	that.

		MARY
		(suddenly weepy)
	I wish I was your wife.  I wish I had
	your kids.

Mierzwiak comforts her with a hug.  It turns into kiss.  He
pulls away.

		MIERZWIAK
	We can't do this.

		MARY
	No you're right.  Once again.  You're a
	decent man, Howard.

He smiles sadly at her.  She smiles courageously at him.

		MIERZWIAK
	I want you to know it's not because I'm
	not interested.  If that means anything.

They look at each other a long while, then Howard goes back
to locating and eradicating blips of lights.","In this scene, Mierzwiak erases specific memories from Joel's brain while Mary watches him work and Stan goes outside for a smoke. Mary starts a conversation with Mierzwiak about famous quotes, sharing a couple that she particularly likes. She admits to having feelings for Mierzwiak and kisses him, but he pulls away, citing his wife and children. They end their conversation with Mierzwiak reassuring her that it's not because he isn't interested but because he knows it's not right."
"EXT. JOEL'S APARTMENT BUILDING - NIGHT

Stan sits in the van and smokes a cigarette.  He has an
unobstructed view into Joel's bedroom window.  He watches
Mierzwiak and Mary.  They're talking as Howard works.  It
appears to be a very serious discussion.  A car pulls up
outside.  Stan turns to see.  A middle-aged woman gets out,
checks the address on Joel's building, approaches the only
lit window, watches Mierzwiak and Mary inside.  Mierzwiak's
resolve has apparently weakened and he and Mary kiss again.
This time it leads to groping, partial undressing, and
falling onto the bed alongside the unconscious Joel.  The
woman in the window is transfixed.  As Mierzwiak fumbles to
unzip his pants, he catches sight of the woman in the window.
He practically shrieks and jumps up.","﻿In this scene, Stan is sitting in a van outside Joel's apartment building at night. He has an unobstructed view into Joel's bedroom window and watches Mierzwiak and Mary as they have a serious discussion while Howard works. A car pulls up outside, and a middle-aged woman gets out to check the address on Joel's building before approaching the only lit window. As she watches, Mierzwiak and Mary start kissing again, which leads to groping, partial undressing, and falling onto the bed alongside the unconscious Joel. The woman in the window is transfixed by what she sees, and as Mierzwiak tries to unzip his pants, he jumps up and practically shrieks when he notices her watching him."
"EXT. COUNTRY ROAD - DAY

Joel and Clementine walking, hand-in-hand, look up
simultaneously.","Joel and Clementine are walking hand in hand down a country road. Suddenly, they both stop and look up together."
"INT. JOEL'S BEDROOM - CONTINUOUS

Mary looks confusedly at Howard.

		MARY
	What?

She follows his eyes and sees the woman in the window, who
turns and walks off in a huff.

		MARY (CONT'D)
	Oh my God!

Mierzwiak is already in his coat.  He's out the door.","In this scene, Mary and Howard are in Joel's bedroom. Mary is confused by Howard's reaction and follows his gaze to see a woman in the window, who then leaves in anger. Mary realizes the severity of the situation and exclaims ""Oh my God!"" Immediately, Mierzwiak puts on his coat and leaves the room."
"EXT. JOEL'S APARTMENT BUILDING - CONTINUOUS

The woman is at her car.  Stan watches from the van.
Mierzwiak is hurrying to the woman.

		MIERZWIAK
	Hollis!  Hollis!

		HOLLIS (THE MIDDLE-AGED WOMAN)
	I knew it, Howard.  I don't even know why
	I bothered to copy the damn address.

		MIERZWIAK
	It didn't start out to be this.  I came
	here to work.  It's a one-time mistake.

Mary is right behind Mierzwiak now.  Hollis is in her car.

		MARY
		(heroically)
	Mrs. Mierzwiak, it's true.  And it's not
	Mr. Mierzwiak's fault.  I'm a stupid
	little girl with a stupid little crush.
	I basically forced him into it.  I swear.

Hollis turns, looks at Mary and then at Mierzwiak.

		HOLLIS
	Don't be a monster, Howard.  Tell the
	girl.

Stan is out of the van now, listening.  Mary shivers in the
cold, hugs herself.  There's a long silence.  Then:

		MARY
	Tell me what?

Hollis and Mierzwiak have locked eyes.  Mary looks back and
forth between them.  Hollis starts her car.

		HOLLIS
	Poor kid.  You can have him.  You did.

She drives off.  Mary watches Howard with increased
foreboding.

		MARY
	What, Howard?

		MIERZWIAK
	We... have a history.  I'm sorry.  You
	wanted the procedure.  You wanted it
	done... to get past.  I have to finish in
	there.  It's almost morning.  We'll talk
	later.

He shuffles inside.  Mary stands there, unable to digest
this, struggling in vain to remember.  Stan watches.

		STAN
	Let me take you home.

Mary shakes her head ""no.""  She walks off, dazed.","Mary confronts Dr. Mierzwiak in front of Joel's apartment building. Hollis, Howard's wife, drives up and demands Howard to tell Mary what they are discussing about. Mary is in the dark and wants to know what is going on. Howard tells Mary that he and she have a history and he apologizes. However, he also tells her that she wanted the procedure. He has to finish up because it is almost morning. Mary stands there disheartened and trying to remember as Stan watches. In the end, Mary walks off alone and dazed."
"EXT. CHARLES RIVER - NIGHT

Clementine and Patrick lie on their backs on the frozen river
and look up at the night sky.

		PATRICK
	I could die right now, Clem.  I'm just
	happy.  I've never felt that before.  I'm
	just exactly where I want to be.

Clementine looks over at him.  Their eyes meet.  She sobs.

		CLEMENTINE
	I want to go home.

She hurries toward the shore, slips on the ice, gets up, and
continues, now running.","Clementine and Patrick are lying down on the ice of the Charles river at night, both gazing at the sky. Patrick expresses his immense happiness in the moment, saying that he could die right there. Clementine, however, becomes emotional and expresses her desire to go home. She quickly runs off towards the shore, even slipping on the ice at one point but getting back up and continuing her hasty departure."
"INT. COMMUTER TRAIN - NIGHT

Mary, in shock, sits in the empty fluorescent car.  She tries
to look out the window but can only see her own reflection.","In this scene, Mary is sitting alone in a fluorescent lit train car during nighttime. She appears to be in shock and is attempting to look out the window, but can only see her own reflection."
"INT. JOEL'S BEDROOM - NIGHT

It's deathly silent as Mierzwiak and Stan work on completing
the job.  Mierzwiak locates a light hidden very deep in the
map of Joel's brain.  He targets it.","In this scene, two characters named Mierzwiak and Stan are working in Joel's bedroom at night. They are trying to complete a job in silence and Mierzwiak is searching for a hidden light within Joel's brain that he finally locates and targets."
"EXT. ROWBOAT - DAY

Joel, the size of a ten year old, sits fishing with his
oversized father.  Clementine is naked and in the boat, too.
She's reading The Play by Stephen Dixon.

		CLEMENTINE
	I love this book, Joel.  Thank you so
	much for telling me about it.

Joel is his father.  The father is drunk and sullen.  He
faces away from Joel, looks out at the lake.

		FATHER
	Don't be like me, son.  Don't waste your
	life.  You'll come to a point someday
	where it'll be too late.  You'll be sewn
	into your fate...

		JOEL
	It was horrifying, seeing my father like
	that.
	There was no hope for me if his life was
	such a failure.  And he saw failure in
	me, too, written in my future.

Clementine watches the frightened, confused Joel.

		CLEMENTINE (CONT'D)
	Joel, you're not sewn in.  He's wrong.

		FATHER
	...and there'll be nowhere to go except
	where you're headed, like a train on a
	track.  Inevitable, unalterable.

The scene poops out of existence with a flash of light.","﻿In this scene, Joel and his father are out on a rowboat fishing. Clementine is also in the boat, reading a book called ""The Play"" by Stephen Dixon. The father is drunk and sullen, facing away from Joel as he looks out at the lake. He tells Joel not to waste his life and that he will come to a point where it's too late. Joel becomes frightened and confused, feeling like there is no hope for him if his father's life is such a failure. Clementine watches Joel and tries to reassure him, telling him that he is not sewn in and that the father is wrong. The scene ends with a flash of light as it poops out of existence."
"INT. CHINESE RESTAURANT - NIGHT

Joel finds himself eating Chinese food and sitting across
from Clementine.  He is ragged and jarred.

		JOEL
	I'm done, Clem.  I'm just going to ride
	it out.  Hiding is clearly not working.

		CLEMENTINE
	Yeah.

		JOEL
	I want to enjoy my little time left with
	you.

		CLEMENTINE
	This is our first ""date"" date.

		JOEL
	Do you remember what we talked about?

		CLEMENTINE
	Naomi, I guess.

		JOEL
	Yeah.

		CLEMENTINE
	What was I wearing?

		JOEL
	God, I should know.  Your hair was red.
	I remember it matched the wallpaper.

		CLEMENTINE
	Egad, were you horrified?

		JOEL
	No!  I think you were wearing that black
	dress, y'know, with the buttons.

She is wearing the black dress.

		CLEMENTINE
	No, you were with me when I bought that.
	At that place on East 6th.  It was later.","Joel and Clementine are having dinner at a Chinese restaurant. Joel confesses that he is done hiding and wants to enjoy his time left with Clementine. They talk about their first date and Clementine asks if Joel remembers what she was wearing. He describes her hair and the wallpaper, and remembers she was wearing a black dress with buttons. Clementine corrects him and says he was with her when she bought that dress, and that it was later."
"INT. DRESS SHOP - SHOP

The scene has already been erased.  It's just a decayed husk.
A vague Joel watches a vague Clementine model a black dress.","In this scene, Joel and Clementine are in a dress shop, but it is clear that this scene has already been erased. The shop looks decayed and there is a vague sense to both Joel and Clementine. In the erased scene, Clementine models a black dress."
"INT. RESTAURANT - NIGHT

Clementine wears a generic black dress now.

		JOEL
	Right.  Something black though.

		CLEMENTINE
	I'll buy that.  Black's always good.

		JOEL
	We did talk about Naomi.

		CLEMENTINE
	I said: Are you sure?  You seem unsure.

		JOEL
	I'm sure, I said.

		CLEMENTINE
	But you weren't.  I could tell.

		JOEL
	I was so nervous.  I remember I couldn't
	think of anything to say.  There were
	long silences.

There is a long silence.

		JOEL (CONT'D)
	I thought I was foolish.  I thought I'd
	mistaken infatuation for love.  You said:

		CLEMENTINE
	So what.  Infatuation is good, too.

		JOEL
	And I didn't have an argument.","Joel and Clementine sit in a restaurant, discussing Joel's past relationship with a woman named Naomi. Joel seems unsure about his feelings for Naomi and was nervous during their conversations, resulting in long silences. Clementine comforts Joel and tells him that infatuation is good, too."
